Numero	mot_make 	mot_address 	mot_all 	mot_3d 	mot_our 	mot_over 	mot_remove 	mot_internet 	mot_order 	mot_mail 	mot_receive 	mot_will 	mot_people 	mot_report 	mot_addresses 	mot_free 	mot_business 	mot_email 	mot_you 	mot_credit 	mot_your 	mot_font 	mot_000 	mot_money 	mot_hp 	mot_hpl 	mot_george 	mot_650 	mot_lab 	mot_labs 	mot_telnet 	mot_857 	mot_data 	mot_415 	mot_85 	mot_technology 	mot_1999 	mot_parts 	mot_pm 	mot_direct 	mot_cs 	mot_meeting 	mot_original 	mot_project 	mot_re 	mot_edu 	mot_table 	mot_conference 	char_freq_; 	char_freq_( 	char_freq_[ 	char_freq_! 	char_freq_$ 	capital_run_length_averag	capital_run_length_longes	capital_run_length_total 	Spam
1439.0	0.0	0.0	0.47	0.0	0.47	0.47	0.47	0.0	0.0	2.4	0.0	0.95	0.47	0.0	0.0	0.0	0.47	0.0	1.9	0.0	0.0	0.0	4.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.62	0.8	37.0	150.0	510.0	Spam
1440.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.42	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	2.9	0.0	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.84	0.0	0.0	0.0	0.0	0.13	0.0	0.13	0.19	1.9	20.0	120.0	Spam
1441.0	0.62	0.0	0.0	0.0	1.2	0.0	0.62	0.0	0.0	0.0	0.0	0.62	0.0	0.0	0.0	0.0	0.0	0.62	3.7	0.0	1.2	0.0	0.0	0.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.32	3.3	30.0	73.0	Spam
1442.0	0.33	1.0	0.0	0.0	1.4	0.0	0.33	0.0	0.0	0.0	0.67	0.67	0.33	0.0	0.0	1.0	0.0	1.7	2.4	0.0	3.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.06	0.06	190.0	1000.0	1200.0	Spam
1443.0	0.0	0.0	0.0	0.0	0.97	0.0	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97	0.0	0.0	0.0	0.0	1.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83	0.0	3.0	68.0	120.0	Spam
1444.0	0.14	0.0	0.21	0.0	1.7	0.43	0.0	0.0	0.07	0.14	0.07	0.57	0.35	0.07	0.0	0.0	0.28	0.0	4.3	0.28	0.64	0.0	1.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.01	0.06	0.0	0.0	0.21	1.7	10.0	380.0	Spam
1445.0	0.6	0.0	0.36	0.0	1.4	0.0	0.0	0.0	0.24	1.3	0.72	2.5	0.6	0.0	0.0	0.6	0.24	0.0	4.4	0.0	1.8	0.0	0.72	0.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.04	0.0	0.1	0.2	3.5	54.0	480.0	Spam
1446.0	0.2	0.1	0.7	0.0	1.1	0.2	0.0	0.3	0.0	1.2	0.3	1.1	0.1	0.0	0.1	0.4	0.2	0.1	2.6	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.16	0.0	0.53	0.41	9.8	84.0	850.0	Spam
1447.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.3	0.0	0.0	0.0	0.0	0.0	0.0	5.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.3	10.0	30.0	Spam
1448.0	0.35	0.46	0.31	0.0	0.15	0.03	0.0	0.35	0.58	0.66	0.31	0.7	0.62	1.3	0.03	0.23	0.42	0.0	3.1	0.0	1.4	0.0	0.46	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.01	0.09	0.0	0.32	0.49	6.1	120.0	2200.0	Spam
1449.0	0.3	0.2	0.3	0.0	0.2	0.4	0.2	0.3	0.4	1.7	0.1	1.9	0.2	0.0	0.5	0.6	0.0	0.8	3.4	0.0	1.5	0.0	0.9	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.02	0.0	0.28	0.21	4.9	100.0	1000.0	Spam
1450.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.19	0.56	0.28	2.3	12.0	110.0	Spam
1451.0	0.19	0.19	0.29	0.0	1.1	0.19	0.19	0.97	0.87	0.58	0.09	1.1	0.19	0.87	0.09	0.0	0.0	1.2	3.8	0.68	1.8	0.0	0.09	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.4	0.23	4.3	49.0	870.0	Spam
1452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0	1.4	0.0	0.0	2.1	0.0	0.71	0.0	0.0	0.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.9	0.0	3.1	36.0	140.0	Spam
1453.0	0.15	0.3	0.45	0.0	0.76	0.3	0.0	0.0	1.5	1.5	0.15	2.0	0.3	0.0	0.61	0.3	0.0	1.5	2.1	0.15	2.4	0.0	0.76	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	1.0	0.22	6.7	220.0	900.0	Spam
1454.0	0.0	0.0	0.28	0.0	0.84	0.84	0.28	0.0	0.28	0.28	0.0	0.28	0.0	0.0	0.0	0.56	0.0	0.56	2.5	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.05	0.0	0.05	0.0	2.1	34.0	150.0	Spam
1455.0	0.09	0.09	1.1	0.0	0.38	0.0	0.0	0.09	0.0	0.19	0.38	0.19	0.0	0.0	0.0	0.66	0.0	0.0	1.5	0.0	1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.04	0.06	0.0	0.59	0.0	3.3	31.0	770.0	Spam
1456.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.2	0.0	4.0	16.0	40.0	Spam
1457.0	0.0	0.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	1.0	0.51	0.0	0.0	0.0	0.25	0.76	1.3	2.0	0.0	0.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.29	0.0	2.6	66.0	150.0	Spam
1458.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	3.0	12.0	36.0	Spam
1459.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	0.0	0.0	3.3	0.0	1.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.0	8.0	38.0	80.0	Spam
1460.0	0.7	0.0	1.0	0.0	0.0	0.0	0.0	1.4	0.35	0.35	0.0	0.35	0.0	0.0	0.0	2.1	0.7	0.35	2.1	3.2	2.1	0.0	0.35	1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.35	0.0	1.2	13.0	190.0	Spam
1461.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	1.2	0.0	0.0	0.0	0.0	6.0	0.0	0.0	1.2	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	3.8	32.0	87.0	Spam
1462.0	0.0	0.0	0.53	0.0	0.53	0.0	0.53	0.0	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	5.8	0.0	3.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.36	0.0	2.4	19.0	78.0	Spam
1463.0	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	9.8	42.0	140.0	Spam
1464.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.61	0.0	1.5	0.0	1.0	1.0	36.0	Spam
1465.0	0.32	0.16	0.56	0.0	0.32	0.23	0.04	1.2	0.4	0.4	0.11	0.68	0.52	0.36	0.28	0.72	0.4	0.4	3.1	0.16	1.3	0.0	0.44	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.02	0.05	0.06	0.41	0.16	3.5	180.0	1600.0	Spam
1466.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	1.2	0.0	0.0	0.0	0.0	6.1	0.0	0.0	1.2	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	3.5	32.0	76.0	Spam
1467.0	0.28	0.0	0.28	0.0	0.0	0.28	0.28	0.28	0.28	1.1	0.0	0.86	0.86	0.0	0.0	0.0	0.0	0.0	2.9	0.0	1.4	0.86	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.22	5.3	140.0	340.0	Spam
1468.0	0.09	0.0	0.67	0.0	0.29	0.0	0.0	0.0	0.19	0.38	0.09	1.4	1.1	0.0	0.0	0.29	0.19	0.0	2.5	0.0	1.4	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.19	0.0	0.15	0.0	0.37	0.06	9.0	150.0	1100.0	Spam
1469.0	0.0	0.0	0.4	0.0	0.4	0.2	0.0	0.0	0.0	1.0	0.2	0.4	0.0	0.0	0.0	0.2	0.4	0.2	0.8	0.0	0.4	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.3	1.7	11.0	190.0	Spam
1470.0	0.0	3.0	0.38	0.0	1.1	0.19	0.0	0.0	0.0	1.5	0.19	0.76	0.19	0.0	0.0	0.0	1.7	0.38	3.0	0.38	2.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.29	0.15	17.0	430.0	1100.0	Spam
1471.0	0.0	0.0	1.5	0.0	0.0	0.77	0.0	0.38	0.0	0.0	0.38	1.2	0.0	0.0	0.0	0.38	0.0	1.2	1.9	0.0	0.38	0.0	1.2	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.61	0.12	2.7	22.0	160.0	Spam
1472.0	0.0	0.82	0.32	0.0	1.1	0.32	0.0	0.16	0.0	0.65	0.0	2.1	0.0	0.0	0.0	0.16	0.0	0.0	1.5	0.0	1.5	0.0	0.98	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	2.3	13.0	160.0	Spam
1473.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6	0.0	0.0	0.0	0.0	0.0	2.6	0.0	1.8	0.0	0.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	3.9	0.0	14.0	70.0	200.0	Spam
1474.0	0.1	0.0	0.7	0.0	0.2	0.0	0.0	0.0	0.2	0.3	0.1	1.3	1.1	0.0	0.0	0.3	0.2	0.0	2.6	0.0	1.2	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.2	0.0	0.14	0.0	0.35	0.06	9.6	150.0	1100.0	Spam
1475.0	0.35	0.1	0.55	0.0	2.2	0.15	0.0	0.0	0.1	0.75	0.35	0.85	0.25	0.0	0.0	0.15	0.3	0.0	5.0	0.0	1.8	0.0	0.05	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.01	0.04	0.0	0.15	0.13	3.6	130.0	620.0	Spam
1476.0	0.0	0.19	1.1	0.0	0.79	0.79	0.49	0.0	0.89	0.29	0.29	0.69	0.29	0.0	1.6	0.09	0.0	1.1	1.4	0.19	0.69	0.0	0.59	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.09	0.09	0.0	0.0	0.0	0.09	0.0	0.42	0.15	8.3	670.0	1400.0	Spam
1477.0	0.61	0.0	0.0	0.0	1.2	0.61	0.61	0.0	0.61	0.0	0.0	1.2	0.0	0.0	0.0	1.2	0.0	0.0	5.5	0.0	0.61	0.0	0.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.83	0.0	4.4	34.0	89.0	Spam
1478.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2	0.0	0.0	2.2	0.0	2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.14	0.29	3.0	11.0	59.0	Spam
1479.0	0.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	1.3	4.0	16.0	Spam
1480.0	0.0	0.26	0.78	0.0	0.26	0.26	0.08	1.0	0.52	1.6	0.26	0.69	0.17	0.08	0.69	0.86	0.34	0.0	1.8	0.17	1.3	0.0	0.08	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.08	0.0	0.0	0.1	0.23	0.0	0.36	0.26	3.5	54.0	980.0	Spam
1481.0	0.17	0.17	0.25	0.0	0.43	0.08	0.08	0.08	0.69	2.4	0.0	0.34	0.17	0.0	1.5	0.34	0.08	0.0	2.8	0.43	1.5	0.0	0.17	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.34	0.08	0.0	0.0	0.0	0.11	0.0	0.31	0.07	4.2	82.0	1200.0	Spam
1482.0	0.71	0.0	0.35	0.0	0.17	0.17	0.35	0.0	0.0	0.35	0.17	0.53	0.0	0.0	0.0	0.35	0.71	0.35	3.8	0.0	2.0	0.0	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.23	0.03	3.5	97.0	360.0	Spam
1483.0	0.0	0.0	0.71	0.0	0.23	0.0	0.0	0.0	0.23	0.23	0.23	1.9	0.0	0.0	0.0	0.23	0.0	0.0	3.8	0.23	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	1.0	0.04	4.0	97.0	540.0	Spam
1484.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	1.4	5.0	40.0	Spam
1485.0	0.0	0.26	0.0	0.0	0.26	0.0	0.0	0.0	0.0	1.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.07	0.0	0.03	0.0	5.0	55.0	510.0	Spam
1486.0	0.27	0.27	0.27	0.0	0.0	0.0	0.0	0.54	0.0	0.27	0.0	0.27	0.0	0.0	0.0	1.1	0.0	0.27	1.1	0.0	0.27	0.0	0.27	0.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.45	0.5	2.9	64.0	580.0	Spam
1487.0	0.16	0.0	0.24	0.0	1.6	0.49	0.0	0.0	0.0	0.16	0.08	0.65	0.4	0.08	0.0	0.0	0.32	0.0	3.7	0.32	0.65	0.0	1.1	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.08	0.0	0.0	0.0	0.01	0.06	0.0	0.0	0.23	1.7	10.0	330.0	Spam
1488.0	0.0	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0	1.3	0.0	5.2	0.0	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	4.2	25.0	55.0	Spam
1489.0	0.19	0.0	0.38	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.19	0.19	0.0	0.0	0.0	0.38	0.0	0.19	1.1	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.0	0.0	0.0	2.4	21.0	16000.0	Spam
1490.0	0.19	0.0	0.19	0.0	0.87	0.48	0.09	0.0	0.09	0.39	0.48	0.68	0.19	0.0	0.09	0.29	1.1	0.39	3.5	0.78	1.6	0.0	0.09	1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.01	0.18	0.0	0.05	0.01	2.1	40.0	300.0	Spam
1491.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	3.9	11.0	31.0	Spam
1492.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.41	0.0	1.7	0.41	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.31	0.06	1.5	8.0	65.0	Spam
1493.0	0.86	0.0	0.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.86	0.86	0.0	3.5	0.0	1.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	1.8	0.48	7.1	160.0	470.0	Spam
1494.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	3.2	0.0	2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.37	0.0	0.37	0.18	3.3	28.0	110.0	Spam
1495.0	0.76	0.38	0.0	0.0	0.38	0.38	0.0	0.0	0.0	0.38	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	1.9	0.0	3.1	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.12	0.0	90.0	740.0	900.0	Spam
1496.0	0.0	0.0	0.94	0.0	0.31	0.0	0.0	0.0	0.31	0.0	0.0	0.62	0.0	0.0	0.0	1.3	0.62	0.0	3.1	0.0	1.3	0.0	0.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.14	0.05	0.49	0.39	3.3	61.0	320.0	Spam
