Numero	mot_make 	mot_address 	mot_all 	mot_3d 	mot_our 	mot_over 	mot_remove 	mot_internet 	mot_order 	mot_mail 	mot_receive 	mot_will 	mot_people 	mot_report 	mot_addresses 	mot_free 	mot_business 	mot_email 	mot_you 	mot_credit 	mot_your 	mot_font 	mot_000 	mot_money 	mot_hp 	mot_hpl 	mot_george 	mot_650 	mot_lab 	mot_labs 	mot_telnet 	mot_857 	mot_data 	mot_415 	mot_85 	mot_technology 	mot_1999 	mot_parts 	mot_pm 	mot_direct 	mot_cs 	mot_meeting 	mot_original 	mot_project 	mot_re 	mot_edu 	mot_table 	mot_conference 	"char_freq_; "	char_freq_( 	char_freq_[ 	char_freq_! 	char_freq_$ 	char_freq_# 	capital_run_length_averag	capital_run_length_longes	capital_run_length_total 	Spam
1.1E3	0	0.57	0	0	0	0	0	0	0	0	0.57	0.57	1.1	0	0	0	0	1.7	3.5	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	1.4	7	54	Spam
1.1E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41	0	0	4.3	15	56	Spam
1.1E3	0.09	0.49	0.59	0	0.39	0.19	0	0	0.09	0.39	0	1.6	0.19	0	0	0	0.09	0	3.8	0	1.1	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78	0.04	0	5.9	1.3	0	5.8	54	7.3E2	Spam
1.1E3	0	0	0	0	0.38	0.38	0.38	0.38	0	0	0.38	0	0	0	0	0.38	0	0	3.9	0	1.9	0	0	0.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	2.1	12	99	Spam
1.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2	0	3.2	0	3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.6	0	3.3	12	30	Spam
1.2E3	0	0.49	2	0	2.5	0	0	0	0	0	0	0	0.49	0	0	0.49	1.5	0.49	4.4	0	0.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42	0	0	13	1.5E2	3.3E2	Spam
1.2E3	0	0	0	0	0.38	0.38	0.38	0.38	0	0	0.38	0	0	0	0	0.38	0	0	3.9	0	1.9	0	0	0.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	2.1	12	99	Spam
1.2E3	0.06	0.12	0.77	0	0.19	0.32	0.38	0	0.06	0	0	0.64	0.25	0	0.12	0	0	0.12	1.7	0.06	0.7	0	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0.04	0.03	0	0.25	0.07	0	1.8	37	7.7E2	Spam
1.2E3	0.74	0.74	0.74	0	0	0	0.37	0	0.37	1.1	1.1	1.1	0	0	0	0	0	0.74	3	0	2.2	0	0	0.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0.06	0.12	0	4.7	57	2.1E2	Spam
1.2E3	0	0	0	0	1.6	0	0.39	1.2	0	0.39	0	0.79	0	0	0	0	1.6	0.39	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.21	0	1.9	13	1.2E2	Spam
1.2E3	1.2	0	0.82	0	0	0	0.41	0	0	0.41	0	0.41	0	0	0	1.6	0.41	0	2.9	0	0.41	0	0.41	0.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0.9	5.3	0	7.5	92	3.4E2	Spam
1.2E3	0	0.09	0.14	0	1	0.09	0.09	0	0.79	0	0.04	0.29	0.19	0	0	0	0.14	0.04	1.5	0.24	1.2	0	0.29	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0.04	0	0	0	0.01	0.12	0.01	0.43	0.11	0	3.4	87	1.6E3	Spam
1.2E3	1.2	0	0.82	0	0	0	0.41	0	0	0.41	0	0.41	0	0	0	1.6	0.41	0	2.9	0	0.41	0	0.41	0.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0.9	5.3	0	7.5	92	3.4E2	Spam
1.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7	57	85	Spam
1.2E3	0	0	0	0	1.2	0	1.2	1.2	1.2	1.2	1.2	1.2	0	0	0	0	4.9	0	2.4	1.2	4.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56	0	0	1E2	3.1E2	3.1E2	Spam
1.2E3	1.4	0	0	0	0	0	0	0	0	0.48	0	2.4	0	0	0	0.96	0	0	6.7	0	1.9	0	0.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48	0	0	0	0	0	0	0.17	0.09	0	1.6	12	50	Spam
1.2E3	0.47	0.31	0.47	0	0.05	0.13	0.05	0.26	0.42	0.76	0.26	0.97	0.57	1.2	0	0.1	0.47	0	3.2	0	1.5	0	0.99	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.07	0	0.33	0.86	0.16	5.9	2E2	3.2E3	Spam
1.2E3	0	0	0	0	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	0	0	5	95	1.7E2	Spam
1.2E3	0.53	0	1.1	0	0.53	0	1.1	0	0	0	0	0.53	0	0	0	1.1	0.53	0	4.3	0	1.1	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53	0	0	0	0	0	0	1.2	0.26	0	5.6	76	1.9E2	Spam
1.2E3	1.2	0.41	1.2	0	0	0	0	0	0	0	0	0.41	0	0	0	0.41	0	0.82	3.7	0	1.2	0	0	0.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41	0	0	0	0	0.07	0	0.48	0.55	0	3.2	19	1.1E2	Spam
1.2E3	0	0.55	0.55	0	2.2	0	0.55	0	0	0	0	0.55	0.55	0	0	0.55	2.8	0	3.9	0	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0	1.2	0.34	0	4.8	1.4E2	2E2	Spam
1.2E3	0	0.55	0.55	0	2.2	0	0.55	0	0	0	0	0.55	0.55	0	0	0.55	2.8	0	3.9	0	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0	1.2	0.34	0	4.8	1.4E2	2E2	Spam
1.2E3	0.37	0.75	1.1	0	0.37	0	0	0.37	0.37	1.9	0.37	2.7	0	0.37	0	0.37	0	0	2.3	0	4.5	0	0.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	1.3	0.2	0.06	63	8.5E2	1E3	Spam
1.2E3	0.34	0	0.69	0	0.17	0.51	0	0.51	0.17	0.17	0.17	1.4	0	0	0	0.34	1	0.17	1.9	1.5	3.8	0	0.17	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0.17	0	1.3	0.14	0	5.6	78	7.1E2	Spam
1.2E3	0	0.89	1.1	0	0.12	0	0	0.12	0.25	0.12	0.12	0.38	0.12	0	1.1	0	0.12	2	2.8	0.12	1.3	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0.37	0.06	0	2.9	84	4.8E2	Spam
1.2E3	0	0.47	0.47	0	1.9	0	1.2	0.23	0	0.47	0.23	0.7	0.23	0	0.47	0.23	1.4	0	2.8	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	1.8	13	83	Spam
1.2E3	0.47	0.31	0.47	0	0.05	0.13	0.05	0.26	0.44	0.76	0.26	0.97	0.58	1.3	0	0.26	0.44	0	3.2	0	1.5	0	1	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0.01	0.07	0	0.33	0.78	0.16	6.1	1.9E2	3.1E3	Spam
1.2E3	0	0	0	0	1.4	0.45	0	0	0	0	0	0	0.45	0	0	0.45	0.45	0.45	1.8	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0.14	0	0	5.8	46	1.2E2	Spam
1.2E3	0	0	0	0	0	0	1.2	0	0	0	0	0	0	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	0	0	1.4	8	40	Spam
1.2E3	0	0	0	0	0	0	1.2	0	0	0	0	0	0	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1.4	8	40	Spam
1.2E3	0	0	0	0	0	0	1.2	0	0	0	0	0	0	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1.4	8	40	Spam
1.2E3	0.19	0	0	0	0.09	0.09	0.19	0	0	0.09	0.09	0.69	0.09	0	0	0	0	0.19	1.4	0	0.49	0	0.39	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0.09	0.02	0.07	0	0.59	0.19	0.02	2.3	31	4.8E2	Spam
1.2E3	1	0	0.68	0	1	0	0.68	0	0	0.68	0	0.68	0	0	0.34	0.68	0	0	5.9	0	1.4	0	0.34	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34	0	0	0	0	0	0	0.5	0.06	0	1.8	12	91	Spam
1.2E3	0.27	0	0.27	0	0	0	0	0	0	0.27	0.27	0.55	0	0	0	0	0	0	2.2	0	0.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0.18	0	8.2	30	4.4E2	Spam
1.2E3	0	1.1	0	0	0	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1	0	0	0	0	0	0	0	1.1	0	0	0	0.17	0.52	0	0	0.69	0	4.9	25	84	Spam
1.2E3	0	0.89	1.1	0	0.12	0	0	0.12	0.25	0.12	0.12	0.38	0.12	0	1.1	0	0.12	2	2.8	0.12	1.3	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0.37	0.06	0	2.9	84	4.8E2	Spam
1.2E3	0	0	0	0	1.2	0	1.2	1.2	1.2	1.2	1.2	1.2	0	0	0	0	4.8	0	2.4	1.2	3.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	50	3E2	3E2	Spam
1.2E3	0.49	0	0.74	0	0.24	0.74	0.24	0.74	0.24	0.24	0.24	1.2	0	0	0	0	1.2	0	1.2	1.7	2.5	0	0.24	0.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	1.6	0.16	0	4	47	4.9E2	Spam
1.2E3	0	0	0.6	0	0.6	0	0.6	0	0	0	0	0	0.6	0	0	0	0	0.6	1.8	0	1.2	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41	0	0.62	0.1	0	6.2	33	2.6E2	Spam
1.2E3	0	0.46	0.46	0	1.4	0	0	1.9	0	0.92	0.46	0	0	0	0	0.92	0	0	0.92	0.46	1.4	0	0	0.46	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0	0.46	0	0	0	0	0	0	0	0	0	0.07	0	0.8	0.22	0	4.9	66	2.2E2	Spam
1.2E3	0.67	0	0.67	0	0	0	0	0	0	0.67	0	0	0	0	0	0	0	0	1.4	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	0	0	3.4	37	1.3E2	Spam
1.2E3	0	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	0	0	0	0	0	2.9	0	0	1.5	2.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0.29	0.15	0	72	2.8E2	2.9E2	Spam
1.2E3	0	0.49	0.49	0	1.5	0	0	0	0	0.99	0.49	0	0	0	0	0.49	0	0	0.99	0.49	2	0	0	0.49	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0.49	0	0	0	0	0	0	0	0	0	0.08	0	0.63	0.31	0	4.8	47	1.9E2	Spam
1.2E3	0	0.53	0	0	0	0.53	0.53	0	0	0	0	0	0	0	0	0	0	1.6	2.7	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	2.1	12	81	Spam
1.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	4.1	29	1.1E2	Spam
1.2E3	0	0.56	0.56	0	2.3	0	0.56	0	0	0	0	0.56	0.56	0	0	0.56	3.4	0	4	0	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0	1.1	0.35	0	5.1	1.4E2	1.9E2	Spam
1.2E3	0.23	0.59	0.23	0	0.23	0.11	0	0	0.82	1.2	0.11	2	0.23	0	0	0	0.11	0	4.8	5	1.8	0	0	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0.19	0	0.13	0.17	0.02	5.8	1.8E2	8E2	Spam
1.2E3	0	0	0.56	0	1.1	0	0	0	0	0	0	0	0.93	0	0.18	0	0.37	0.37	3.2	0	0.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0.44	0	0	1.4	4	70	Spam
1.2E3	0	0	0.47	0	1.4	0	0	0	0	0	0	0.95	0	0	0	0	0.95	0	2.4	0	2.4	0	0.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47	0	0	0	0	0.08	0	0.5	0.25	0	5.2	80	2.5E2	Spam
1.2E3	0	0	0.56	0	1.1	0	0	0	0	0	0	0	0.93	0	0.18	0	0.37	0.37	3.2	0	0.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0.44	0	0	1.4	4	70	Spam
1.2E3	0	0	0.48	0	0.72	0.48	0	0	0.24	0	0.48	0.24	0	0	0	0.48	0	0.24	1.2	0	1.5	0	0.48	0.24	0	0	0	0	0	0.24	0	0	0	0	0	0	0	0	0	0.24	0	0	0.24	0	0	0	0	0.24	0	0.04	0	0.04	0.18	0	2.3	66	2.6E2	Spam
1.2E3	0	0.36	0.72	0	1.4	0	0.36	0	0	1.4	0.72	0.36	0.36	0	0	0	0	0	2.9	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	6.7	60	2.3E2	Spam
1.2E3	0.67	0	0.67	0	0	0	0	0	0	0.67	0	0	0	0	0	0	0	0	1.4	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	0	0	3.4	37	1.3E2	Spam
1.2E3	0	0.47	0	0	0.47	0	0	0	0	0	0.47	0	0	0	0	0.47	0	0.95	1.9	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	7.2	1.8E2	3.6E2	Spam
1.2E3	0	0.47	0	0	0.47	0	0	0	0	0	0.47	0	0	0	0	0.47	0	0.95	1.9	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	7.2	1.8E2	3.6E2	Spam
1.2E3	0.43	0.28	0.43	0	0.04	0.11	0.04	0.21	0.4	0.69	0.23	0.88	0.52	1.1	0	0.23	0.4	0	2.9	0	1.4	0	0.97	0.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.06	0	0.31	0.73	0.14	5.3	1.4E2	3E3	Spam
1.2E3	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0.91	0	0	2.9	11	40	Spam
1.2E3	0.1	0.2	1	0	0.8	0.8	0.5	0	0.8	0.1	0.3	0.7	0.3	0	1.6	0.1	0	1.1	1.3	0.2	0.7	0	0.6	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0.1	0.1	0	0	0	0.11	0	0.49	0.16	0.01	8.6	6.7E2	1.4E3	Spam
1.2E3	0	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	0	0	0	0	0	2.9	0	0	1.5	2.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0.29	0.15	0	72	2.8E2	2.9E2	Spam
1.2E3	0	0.56	0.56	0	2.3	0	0.56	0	0	0	0	0.56	0.56	0	0	0.56	3.4	0	4	0	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0	1.2	0.35	0	5.1	1.4E2	1.9E2	Spam
1.2E3	0	0	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	20	Spam
1.2E3	0	0	0.55	0	1.1	0	0	0	0	0	0	0	0.92	0	0.18	0	0.37	0.37	3.1	0	0.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0.43	0	0	1.4	4	73	Spam
1.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46	0	0.46	0	0	3.1	6	25	Spam
1.2E3	0.47	0.31	0.47	0	0.05	0.15	0.05	0.23	0.44	0.76	0.26	0.97	0.58	1.3	0	0.26	0.44	0	3.3	0	1.5	0	1.1	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.07	0	0.34	0.78	0.15	6.1	1.9E2	3E3	Spam
1.2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81	0	0	4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0	0.71	0	0	8.4	55	1.4E2	Spam
1.2E3	0	0.47	0	0	0	0.47	0	0	0.23	0.23	0	1.2	0.47	0	0	0.23	0	0.47	2.6	0	0.47	0	0	0.23	0	0	0	0	0	0	0	0	0	0	0.23	0	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	1.4	0.05	5.8	72	4.5E2	Spam
1.2E3	0	0	0	43	0	0	0.42	0	0	0.42	0	0.42	0	0	0.42	0	0	1.3	3	0	2.1	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35	0	7	1.1E2	4.4E2	Spam
1.2E3	0	0	0.54	0	1.1	0	0	0	0	0	0	0.18	0.9	0	0.18	0	0.36	0.36	3.1	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.18	0	0.42	0	0	1.4	6	92	Spam
1.2E3	0	0	0.58	0.58	0	0	0	0.29	0	0	0	0	0.29	0	0	0	0.29	0.58	2.9	0.87	1.7	0	0	0.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43	0	1.4	0	0.05	3.3	64	3.6E2	Spam
1.2E3	0	0	0.48	0	1.4	0.48	0	0	0	0	0	0.96	0	0	0	0	0.96	0	2.4	0	2.4	0	0.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48	0	0	0	0	0.08	0	0.5	0.25	0	5.5	80	2.5E2	Spam
1.2E3	0	0	0.48	0	1.5	0	0	0	0	0	0	0.97	0	0	0	0	0.97	0	2.4	0	2.4	0	0.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48	0	0	0	0	0.08	0	0.42	0.25	0	5.2	80	2.4E2	Spam
1.2E3	0	0	0.49	0	1.5	0	0	0	0	0	0	0.98	0	0	0	0	0.98	0	2.5	0	2.5	0	0.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49	0	0	0	0	0.08	0	0.68	0.25	0	5.2	80	2.3E2	Spam
1.2E3	0.72	0	0	0	0	0	1.5	0	0	0	0	0.72	0	0	0	0	1.5	0	2.2	1.5	5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	2.7	25	78	Spam
1.2E3	0.45	0.28	0.42	0	0.04	0.11	0.04	0.21	0.4	0.69	0.23	0.88	0.52	1.1	0	0.23	0.4	0	2.9	0	1.4	0	1	0.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.06	0	0.32	0.75	0.15	5.3	1.4E2	3E3	Spam
1.2E3	1.2	0	0	0	0	0	0	0	0	0	0	1.2	0	0	0	0	1.2	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0	0	0	0	0	0	0.92	0	0	2	10	59	Spam
1.2E3	0	0	0	0	0.64	0	0	0	0	0	0.64	0.64	0	0	0	0	1.3	0	1.3	5.2	1.3	0	0	0.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47	0	0.09	0	0	2.8	66	1.4E2	Spam
1.2E3	0	0	0	0	0.64	0	0	0	0	0	0.64	0.64	0	0	0	0	1.3	0	1.3	5.2	1.3	0	0	0.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47	0	0.09	0	0	2.8	66	1.4E2	Spam
1.2E3	0	0	0	0	0.64	0	0	0	0	0	0.64	0.64	0	0	0	0	1.3	0	1.3	5.2	1.3	0	0	0.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47	0	0.09	0	0	2.8	66	1.4E2	Spam
1.2E3	0	0	0.3	0	0	0	0	0	0	0.3	0	0.3	0	0	0.3	0.3	0	0.15	0.15	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76	0	0	0	0	0	0	0	0	0	0	0.3	0.47	0.07	0	0	0.04	0.07	1.6	16	4.2E2	Spam
1.2E3	0.41	0	1.3	0	0.2	0.2	0	0	0	0.41	0	1.3	0	0	0	0.62	1.3	0	4.6	0	2.3	1.7	0.62	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0.15	0	0.34	0.34	0.31	5.1	37	4.3E2	Spam
1.2E3	0	0	0	0	3.7	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	28	79	Spam
1.2E3	0.47	0.31	0.47	0	0.07	0.13	0.05	0.26	0.44	0.76	0.26	0.97	0.57	1.3	0	0.26	0.44	0	3.2	0	1.5	0	1.1	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.07	0	0.33	0.79	0.16	6.1	1.9E2	3E3	Spam
1.2E3	0	0	0.55	0	1.1	0	0	0	0	0	0	0	0.92	0	0.18	0	0.37	0.37	3.2	0	0.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0.46	0	0	1.4	4	78	Spam
1.2E3	0	0.63	0	0	1.6	0.31	0	0	0.31	0	0	0.63	0	0	1.3	0.63	0.31	3.2	2.2	0	1.9	0	0.31	0.63	0	0	0	0.31	0	0	0	0	0	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0.28	0	0.05	0.5	0	3.5	91	1.9E2	Spam
1.2E3	0	0.56	0.56	0	2.3	0	1.1	0	0	0	0	0.56	0.56	0	0	0.56	3.4	0	4	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0	1.1	0.35	0	4.9	1.4E2	2E2	Spam
1.2E3	0	0	0.55	0	1.1	0	0	0	0	0	0	0	0.92	0	0.18	0	0.37	0.37	3.2	0	0.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0.46	0	0	1.4	4	78	Spam
1.2E3	0	0	0	0	0.94	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	0	2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44	0	0	4.7	31	1.1E2	Spam
1.2E3	0.17	0	0.17	0.44	0.17	0	0	0	0	0	0	0.35	0.52	0.17	0	0.08	0.52	0	4	0	2.6	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0.71	0.1	0	0	0	0	2	18	4.1E2	Spam
